date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank,home_market_value,away_market_value
2024-10-15,Gabon,Lesotho,2,0,African Nations Cup qual,South Africa,1444,1205,93,159,34450000.0,675000.0
2024-10-15,Kyrgyzstan,North Korea,1,0,World Cup qualifier,Kyrgyzstan,1293,1396,139,107,7580000.0,6850000.0
2024-10-15,Kuwait,Palestine,2,2,World Cup qualifier,Qatar,1344,1401,124,105,4350000.0,7630000.0
2024-10-15,Jordan,Oman,4,0,World Cup qualifier,Jordan,1620,1497,56,82,16079999.0,6100000.0
2024-10-15,Japan,Australia,1,1,World Cup qualifier,Japan,1876,1742,14,34,263899999.0,51330000.0
2024-10-15,Iran,Qatar,4,1,World Cup qualifier,the United Arab Emirates,1832,1565,19,68,34680000.0,17930000.0
2024-10-15,China,Indonesia,2,1,World Cup qualifier,China,1390,1359,109,119,12480000.0,30580000.0
2024-10-15,Zambia,Chad,1,0,African Nations Cup qual,Cameroon,1354,1161,121,164,14630000.0,6100000.0
2024-10-15,Tanzania,DR Congo,0,2,African Nations Cup qual,Tanzania,1365,1604,114,58,7530000.0,153500000.0
2024-10-15,Sudan,Ghana,2,0,African Nations Cup qual,Libya,1434,1450,97,92,3250000.0,220780000.0
2024-10-15,South Sudan,Uganda,1,2,African Nations Cup qual,South Sudan,1099,1403,173,104,1600000.0,8750000.0
2024-10-15,Sierra Leone,Ivory Coast,1,0,African Nations Cup qual,Liberia,1329,1603,128,59,13430000.0,514900000.0
2024-10-15,Rwanda,Benin,2,1,African Nations Cup qual,Rwanda,1343,1416,126,101,6800000.0,17080000.0
2024-10-15,Morocco,Central African Republic,4,0,African Nations Cup qual,Morocco,1785,1324,26,130,456000000.0,6980000.0
2024-10-15,Mauritania,Egypt,0,1,African Nations Cup qual,Mauritania,1334,1679,127,49,23600000.0,108830000.0
2024-10-15,Malawi,Senegal,0,1,African Nations Cup qual,Malawi,1257,1760,148,31,2049999.0,474000000.0
2024-10-15,Guinea-Bissau,Mali,0,0,African Nations Cup qual,Guinea-Bissau,1360,1588,117,65,41400000.0,35700000.0
2024-11-13,Cameroon,Namibia,0,0,African Nations Cup qual,South Africa,1588,1314,64,133,197400000.0,2080000.0
2024-11-13,Chad,Sierra Leone,1,1,African Nations Cup qual,Ivory Coast,1170,1320,164,132,6100000.0,13430000.0
2024-11-13,Liberia,Togo,1,0,African Nations Cup qual,Liberia,1268,1336,145,126,14150000.0,29680000.0
2024-11-14,New Caledonia,Solomon Islands,3,2,World Cup qualifier,Papua New Guinea,1264,1158,148,164,5200000.0,450000.0
2024-11-14,Papua New Guinea,Fiji,3,3,World Cup qualifier,Papua New Guinea,1064,1212,181,159,0.0,2450000.0
2024-11-14,United Arab Emirates,Kyrgyzstan,3,0,World Cup qualifier,the United Arab Emirates,1528,1284,77,142,31130000.0,7580000.0
2024-11-14,Qatar,Uzbekistan,3,2,World Cup qualifier,Qatar,1587,1678,64,49,17930000.0,79280000.0
2024-11-14,Ecuador,Bolivia,4,0,World Cup qualifier,Ecuador,1878,1657,15,51,366730000.0,19280000.0
2024-11-14,Kuwait,South Korea,1,3,World Cup qualifier,Kuwait,1337,1790,124,25,4350000.0,142200000.0
2024-11-14,Iraq,Jordan,0,0,World Cup qualifier,Iraq,1649,1627,53,56,19780000.0,16079999.0
2024-11-14,Iran,North Korea,3,2,World Cup qualifier,Laos,1835,1393,18,106,34680000.0,6850000.0
2024-11-14,Bahrain,China,0,1,World Cup qualifier,Bahrain,1448,1420,91,99,6230000.0,12480000.0
2024-11-14,Australia,Saudi Arabia,0,0,World Cup qualifier,Australia,1729,1576,39,68,51330000.0,27630000.0
2024-11-14,Belize,French Guiana,2,1,CONCACAF Champ qual,Belize,1088,1231,176,155,375000.0,125000.0
2024-11-14,St Vincent & Grenadines,Montserrat,2,1,CONCACAF Nat League B,El Salvador,1119,953,169,191,0.0,375000.0
2024-11-14,El Salvador,Bonaire,1,0,CONCACAF Nat League B,El Salvador,1388,848,110,205,6960000.0,350000.0
2024-11-14,Jamaica,United States,0,1,CONCACAF Nat League,Jamaica,1586,1747,65,34,53850000.0,356700000.0
2024-11-14,Costa Rica,Panama,0,1,CONCACAF Nat League,Costa Rica,1643,1736,54,36,18700000.0,32400000.0
2024-11-14,Venezuela,Brazil,1,1,World Cup qualifier,Venezuela,1773,2005,32,5,62780000.0,908700000.0
2024-11-14,Paraguay,Argentina,2,1,World Cup qualifier,Paraguay,1776,2106,30,2,134450000.0,761200000.0
2024-11-14,Belgium,Italy,0,1,European Nations League A,Belgium,1885,1964,13,9,558200000.0,833500000.0
2024-11-14,Saint Kitts and Nevis,Cuba,2,1,CONCACAF Champ qual,Saint Kitts and Nevis,1118,1265,171,147,575000.0,2100000.0
2024-11-14,France,Israel,0,0,European Nations League A,France,2021,1566,4,69,1470000000.0,86900000.0
2024-11-14,Oman,Palestine,1,0,World Cup qualifier,Oman,1507,1391,80,107,6100000.0,7630000.0
2024-11-14,Ireland,Finland,1,0,European Nations League B,Ireland,1613,1557,57,70,144080000.0,41700000.0
2024-11-14,Greece,England,0,3,European Nations League B,Greece,1793,2001,24,6,315600000.0,1620000000.0
2024-11-14,Tunisia,Madagascar,3,2,African Nations Cup qual,South Africa,1634,1301,55,135,66550000.0,8230000.0
2024-11-14,South Sudan,Congo,3,2,African Nations Cup qual,South Sudan,1123,1241,168,153,1600000.0,2600000.0
2024-11-14,Senegal,Burkina Faso,1,0,African Nations Cup qual,Mali,1769,1532,33,76,474000000.0,121230000.0
2024-11-14,Rwanda,Libya,0,1,African Nations Cup qual,Rwanda,1319,1395,131,105,6800000.0,11430000.0
2024-11-14,Lesotho,Central African Republic,1,0,African Nations Cup qual,South Africa,1232,1297,154,137,675000.0,6980000.0
2024-11-14,Equatorial Guinea,Algeria,0,0,African Nations Cup qual,Equatorial Guinea,1541,1681,74,47,12050000.0,227850000.0
2024-11-14,Burundi,Malawi,0,0,African Nations Cup qual,Ivory Coast,1282,1258,144,151,12450000.0,2049999.0
2024-11-14,Benin,Nigeria,1,1,African Nations Cup qual,Ivory Coast,1425,1586,97,65,17080000.0,218080000.0
2024-11-14,North Macedonia,Latvia,1,0,European Nations League C,North Macedonia,1607,1296,58,138,38680000.0,17530000.0
2024-11-14,Armenia,Faroe Islands,0,1,European Nations League C,Armenia,1391,1280,107,145,40380000.0,4950000.0
2024-11-14,Slovenia,Norway,1,4,European Nations League B,Slovenia,1714,1801,42,22,143850000.0,504000000.0
2024-11-14,Kazakhstan,Austria,0,2,European Nations League B,Kazakhstan,1436,1884,96,14,17700000.0,258300000.0
2024-11-14,Niger,Sudan,4,0,African Nations Cup qual,Togo,1287,1377,141,112,9980000.0,3250000.0
2024-11-15,Switzerland,Serbia,1,1,European Nations League A,Switzerland,1817,1812,20,21,317600000.0,296500000.0
2024-11-15,Scotland,Croatia,1,0,European Nations League A,Scotland,1734,1886,37,12,207830000.0,357300000.0
2024-11-15,Portugal,Poland,5,1,European Nations League A,Portugal,1993,1724,7,39,968500000.0,214000000.0
2024-11-15,Denmark,Spain,1,2,European Nations League A,Denmark,1853,2175,17,1,368000000.0,1310000000.0
2024-11-15,Cayman Islands,Guadeloupe,0,6,CONCACAF Champ qual,the Cayman Islands,829,1334,207,127,0.0,12600000.0
2024-11-15,Barbados,Guyana,1,4,CONCACAF Champ qual,Barbados,956,1238,190,154,200000.0,1500000.0
2024-11-15,Curaçao,Saint Martin,5,0,CONCACAF Nat League B,Curaçao,1328,969,128,188,28680000.0,0.0
2024-11-15,Haiti,Sint Maarten,8,0,CONCACAF Nat League B,Puerto Rico,1527,911,79,197,56830000.0,325000.0
2024-11-15,Grenada,Saint Lucia,4,0,CONCACAF Nat League B,Curaçao,1113,1041,174,183,1750000.0,250000.0
2024-11-15,Suriname,Canada,0,1,CONCACAF Nat League,Suriname,1359,1781,117,29,37650000.0,129050000.0
2024-11-15,Honduras,Mexico,2,0,CONCACAF Nat League,Honduras,1572,1757,70,33,16300000.0,79800000.0
2024-11-15,Uruguay,Colombia,3,2,World Cup qualifier,Uruguay,1939,2009,11,4,362450000.0,300500000.0
2024-11-15,Peru,Chile,0,0,World Cup qualifier,Peru,1724,1684,39,47,28900000.0,72700000.0
2024-11-15,Luxembourg,Bulgaria,0,1,European Nations League C,Luxembourg,1444,1494,92,84,32900000.0,29750000.0
2024-11-15,Puerto Rico,Aruba,5,1,CONCACAF Nat League B,Puerto Rico,1131,924,167,194,1180000.0,125000.0
2024-11-15,Northern Ireland,Belarus,2,0,European Nations League C,Northern Ireland,1561,1451,72,89,79880000.0,14000000.0
2024-11-15,Angola,Ghana,1,1,African Nations Cup qual,Angola,1579,1462,66,87,52200000.0,220780000.0
2024-11-15,San Marino,Gibraltar,1,1,European Nations League D,San Marino,799,1050,209,181,1120000.0,1380000.0
2024-11-15,Zambia,Ivory Coast,1,0,African Nations Cup qual,Zambia,1382,1575,111,68,14630000.0,514900000.0
2024-11-15,Uganda,South Africa,0,2,African Nations Cup qual,Uganda,1377,1573,112,69,8750000.0,41150000.0
2024-11-15,Romania,Kosovo,0,0,European Nations League C,Romania,1715,1550,42,75,97200000.0,114280000.0
2024-11-15,Kenya,Zimbabwe,1,1,African Nations Cup qual,South Africa,1407,1383,103,110,10930000.0,7100000.0
2024-11-15,Gabon,Morocco,1,5,African Nations Cup qual,Gabon,1429,1800,95,23,34450000.0,456000000.0
2024-11-15,Eswatini,Guinea-Bissau,1,1,African Nations Cup qual,South Africa,1223,1352,157,119,1080000.0,41400000.0
2024-11-15,Mozambique,Mali,0,1,African Nations Cup qual,Mozambique,1425,1605,96,59,30100000.0,35700000.0
2024-11-15,Cape Verde,Egypt,1,1,African Nations Cup qual,Cape Verde,1495,1674,83,50,53430000.0,108830000.0
2024-11-15,Botswana,Mauritania,1,1,African Nations Cup qual,Botswana,1338,1340,124,123,3080000.0,23600000.0
2024-11-15,Cyprus,Lithuania,2,1,European Nations League C,Cyprus,1305,1287,134,140,19100000.0,18550000.0
2024-11-15,Tahiti,Samoa,3,0,World Cup qualifier,New Zealand,1184,728,161,215,60000.0,350000.0
2024-11-15,New Zealand,Vanuatu,8,1,World Cup qualifier,New Zealand,1583,1093,65,176,31700000.0,585000.0
2024-11-15,Indonesia,Japan,0,4,World Cup qualifier,Indonesia,1353,1882,118,15,30580000.0,263899999.0
2024-11-15,Comoros,Gambia,2,1,African Nations Cup qual,Morocco,1409,1342,102,122,3280000.0,72280000.0
2024-11-16,Bermuda,Antigua and Barbuda,2,1,CONCACAF Nat League B,the Dominican Republic,1160,914,164,196,375000.0,650000.0
2024-11-16,Dominican Republic,Dominica,6,1,CONCACAF Nat League B,the Dominican Republic,1269,981,146,187,18030000.0,0.0
2024-11-16,Germany,Bosnia and Herzegovina,7,0,European Nations League A,Germany,1977,1469,8,86,773500000.0,133400000.0
2024-11-16,Netherlands,Hungary,4,0,European Nations League A,the Netherlands,1954,1772,10,31,766000000.0,210800000.0
2024-11-16,Albania,Czechia,0,0,European Nations League B,Albania,1653,1741,52,35,81750000.0,179080000.0
2024-11-16,Georgia,Ukraine,1,1,European Nations League B,Georgia,1703,1784,45,27,199050000.0,288200000.0
2024-11-16,Montenegro,Iceland,0,2,European Nations League B,Montenegro,1472,1591,85,60,60130000.0,74000000.0
2024-11-16,Turkey,Wales,0,0,European Nations League B,Turkey,1822,1717,19,42,522700000.0,199050000.0
2024-11-16,Sweden,Slovakia,2,1,European Nations League C,Sweden,1737,1698,36,46,435380000.0,130550000.0
2024-11-16,Andorra,Moldova,0,1,European Nations League D,Andorra,1069,1360,179,117,3340000.0,10530000.0
2024-11-16,Guinea,DR Congo,1,0,African Nations Cup qual,Ivory Coast,1510,1577,80,67,74250000.0,153500000.0
2024-11-16,Tanzania,Ethiopia,2,0,African Nations Cup qual,DR Congo,1386,1238,110,153,7530000.0,2780000.0
2024-11-16,Azerbaijan,Estonia,0,0,European Nations League C,Azerbaijan,1405,1379,103,113,16230000.0,7000000.0
2024-11-17,El Salvador,Montserrat,1,0,CONCACAF Nat League B,El Salvador,1390,951,109,191,6960000.0,375000.0
2024-11-17,St Vincent & Grenadines,Bonaire,3,1,CONCACAF Nat League B,El Salvador,1129,838,168,205,0.0,350000.0
2024-11-17,Fiji,New Caledonia,1,1,World Cup qualifier,Papua New Guinea,1215,1261,159,149,2450000.0,5200000.0
2024-11-17,Papua New Guinea,Solomon Islands,1,2,World Cup qualifier,Papua New Guinea,1044,1178,182,162,0.0,450000.0
2024-11-17,Italy,France,1,3,European Nations League A,Italy,1930,2055,11,3,833500000.0,1470000000.0
2024-11-17,Austria,Slovenia,1,1,European Nations League B,Austria,1871,1727,15,40,258300000.0,143850000.0
2024-11-17,England,Ireland,5,0,European Nations League B,England,2006,1608,5,58,1620000000.0,144080000.0
2024-11-17,Israel,Belgium,1,0,European Nations League A,Hungary,1601,1850,60,17,86900000.0,558200000.0
2024-11-17,Norway,Kazakhstan,5,0,European Nations League B,Norway,1806,1431,23,94,504000000.0,17700000.0
2024-11-17,Latvia,Armenia,1,2,European Nations League C,Latvia,1276,1411,145,101,17530000.0,40380000.0
2024-11-17,North Macedonia,Faroe Islands,1,0,European Nations League C,North Macedonia,1610,1277,57,144,38680000.0,4950000.0
2024-11-17,Algeria,Liberia,5,1,African Nations Cup qual,Algeria,1685,1264,47,148,227850000.0,14150000.0
2024-11-17,Togo,Equatorial Guinea,3,0,African Nations Cup qual,Togo,1381,1496,113,82,29680000.0,12050000.0
2024-11-17,Finland,Greece,0,2,European Nations League B,Finland,1538,1812,75,21,41700000.0,315600000.0
2024-11-18,Serbia,Denmark,0,0,European Nations League A,Serbia,1809,1856,22,16,296500000.0,368000000.0
2024-11-18,Poland,Scotland,1,2,European Nations League A,Poland,1699,1759,45,33,214000000.0,207830000.0
2024-11-18,Croatia,Portugal,1,1,European Nations League A,Croatia,1886,1993,12,7,357300000.0,968500000.0
2024-11-18,Tahiti,Vanuatu,2,0,World Cup qualifier,New Zealand,1206,1071,160,177,60000.0,585000.0
2024-11-18,New Zealand,Samoa,8,0,World Cup qualifier,New Zealand,1583,728,64,216,31700000.0,350000.0
2024-11-18,Cuba,Saint Kitts and Nevis,4,0,CONCACAF Champ qual,Cuba,1280,1103,145,171,2100000.0,575000.0
2024-11-18,Puerto Rico,Haiti,0,3,CONCACAF Nat League B,Puerto Rico,1120,1538,169,75,1180000.0,56830000.0
2024-11-18,Saint Martin,Grenada,3,0,CONCACAF Nat League B,Curaçao,1018,1064,185,179,0.0,1750000.0
2024-11-18,Curaçao,Saint Lucia,4,1,CONCACAF Nat League B,Curaçao,1335,1034,128,184,28680000.0,250000.0
2024-11-18,United States,Jamaica,4,2,CONCACAF Nat League,the United States,1758,1575,34,67,356700000.0,53850000.0
2024-11-18,Panama,Costa Rica,2,2,CONCACAF Nat League,Panama,1726,1653,40,52,32400000.0,18700000.0
2024-11-18,Spain,Switzerland,3,2,European Nations League A,Spain,2178,1814,1,20,1310000000.0,317600000.0
2024-11-18,Sint Maarten,Aruba,1,0,CONCACAF Nat League B,Puerto Rico,932,903,194,200,325000.0,125000.0
2024-11-18,Kosovo,Lithuania,1,0,European Nations League C,Kosovo,1554,1283,73,142,114280000.0,18550000.0
2024-11-18,Bulgaria,Belarus,1,1,European Nations League C,Bulgaria,1486,1459,83,87,29750000.0,14000000.0
2024-11-18,Tunisia,Gambia,0,1,African Nations Cup qual,Tunisia,1598,1378,60,116,66550000.0,72280000.0
2024-11-18,Nigeria,Rwanda,1,2,African Nations Cup qual,Nigeria,1550,1355,74,121,218080000.0,6800000.0
2024-11-18,Morocco,Lesotho,7,0,African Nations Cup qual,Morocco,1802,1230,24,156,456000000.0,675000.0
2024-11-18,Libya,Benin,0,0,African Nations Cup qual,Libya,1391,1429,107,95,11430000.0,17080000.0
2024-11-18,Malawi,Burkina Faso,3,0,African Nations Cup qual,Malawi,1309,1481,135,84,2049999.0,121230000.0
2024-11-18,Gabon,Central African Republic,1,0,African Nations Cup qual,South Africa,1442,1284,91,140,34450000.0,6980000.0
2024-11-18,Comoros,Madagascar,1,0,African Nations Cup qual,Morocco,1423,1287,99,139,3280000.0,8230000.0
2024-11-18,Angola,Sudan,0,0,African Nations Cup qual,Libya,1569,1387,71,110,52200000.0,3250000.0
2024-11-18,Liechtenstein,San Marino,1,3,European Nations League D,Liechtenstein,913,848,196,205,600000.0,1120000.0
2024-11-18,Romania,Cyprus,4,1,European Nations League C,Romania,1719,1301,42,136,97200000.0,19100000.0
2024-11-18,Ghana,Niger,1,2,African Nations Cup qual,Ghana,1429,1320,95,131,220780000.0,9980000.0
2024-11-18,Luxembourg,Northern Ireland,2,2,European Nations League C,Luxembourg,1445,1560,90,72,32900000.0,79880000.0
2024-11-19,Oman,Iraq,0,1,World Cup qualifier,Oman,1489,1667,81,50,6100000.0,19780000.0
2024-11-19,Indonesia,Saudi Arabia,2,0,World Cup qualifier,Indonesia,1393,1536,110,77,30580000.0,27630000.0
2024-11-19,Kuwait,Jordan,1,1,World Cup qualifier,Kuwait,1347,1617,125,55,4350000.0,16079999.0
2024-11-19,Kyrgyzstan,Iran,2,3,World Cup qualifier,Kyrgyzstan,1281,1838,143,18,7580000.0,34680000.0
2024-11-19,Hungary,Germany,1,1,European Nations League A,Hungary,1778,1971,27,8,210800000.0,773500000.0
2024-11-19,United Arab Emirates,Qatar,5,0,World Cup qualifier,the United Arab Emirates,1563,1552,68,72,31130000.0,17930000.0
2024-11-19,Uzbekistan,North Korea,1,0,World Cup qualifier,Laos,1684,1387,49,113,79280000.0,6850000.0
2024-11-19,Bosnia and Herzegovina,Netherlands,1,1,European Nations League A,Bosnia and Herzegovina,1485,1938,84,10,133400000.0,766000000.0
2024-11-19,China,Japan,1,3,World Cup qualifier,China,1413,1889,101,13,12480000.0,263899999.0
2024-11-19,Palestine,South Korea,1,1,World Cup qualifier,Jordan,1407,1774,103,29,7630000.0,142200000.0
2024-11-19,Bahrain,Australia,2,2,World Cup qualifier,Bahrain,1458,1719,88,42,6230000.0,51330000.0
2024-11-19,Colombia,Ecuador,0,1,World Cup qualifier,Colombia,1977,1910,7,12,300500000.0,366730000.0
2024-11-19,Guadeloupe,Cayman Islands,1,0,CONCACAF Champ qual,Guadeloupe,1335,828,127,208,12600000.0,0.0
2024-11-19,Belize,French Guiana,2,2,CONCACAF Champ qual,Suriname,1096,1223,173,155,375000.0,125000.0
2024-11-19,Dominican Republic,Bermuda,6,1,CONCACAF Nat League B,the Dominican Republic,1287,1142,139,165,18030000.0,375000.0
2024-11-19,Antigua and Barbuda,Dominica,0,0,CONCACAF Nat League B,the Dominican Republic,918,977,195,188,650000.0,0.0
2024-11-19,Mexico,Honduras,4,0,CONCACAF Nat League,Mexico,1769,1560,32,69,79800000.0,16300000.0
2024-11-19,Canada,Suriname,3,0,CONCACAF Nat League,Canada,1784,1356,26,121,129050000.0,37650000.0
2024-11-19,Chile,Venezuela,4,2,World Cup qualifier,Chile,1713,1744,44,36,72700000.0,62780000.0
2024-11-19,Argentina,Peru,1,0,World Cup qualifier,Argentina,2108,1722,2,41,761200000.0,28900000.0
2024-11-19,Brazil,Uruguay,1,1,World Cup qualifier,Brazil,1996,1948,5,9,908700000.0,362450000.0
2024-11-19,Bolivia,Paraguay,2,2,World Cup qualifier,Bolivia,1658,1775,51,28,19280000.0,134450000.0
2024-11-19,Guyana,Barbados,5,3,CONCACAF Champ qual,Guyana,1244,950,153,190,1500000.0,200000.0
2024-11-19,Albania,Ukraine,1,2,European Nations League B,Albania,1635,1802,54,23,81750000.0,288200000.0
2024-11-19,Montenegro,Turkey,3,1,European Nations League B,Montenegro,1520,1774,78,29,60130000.0,522700000.0
2024-11-19,Zambia,Sierra Leone,2,0,African Nations Cup qual,Liberia,1407,1295,103,137,14630000.0,13430000.0
2024-11-19,Tanzania,Guinea,1,0,African Nations Cup qual,Tanzania,1407,1489,103,81,7530000.0,74250000.0
2024-11-19,Czechia,Georgia,2,1,European Nations League B,Czechia,1753,1691,35,47,179080000.0,199050000.0
2024-11-19,Senegal,Burundi,2,0,African Nations Cup qual,Senegal,1771,1280,31,144,474000000.0,12450000.0
2024-11-19,Mauritania,Cape Verde,1,0,African Nations Cup qual,Mauritania,1363,1472,119,86,23600000.0,53430000.0
2024-11-19,Mali,Eswatini,6,0,African Nations Cup qual,Mali,1610,1218,56,157,35700000.0,1080000.0
2024-11-19,South Africa,South Sudan,3,0,African Nations Cup qual,South Africa,1576,1120,64,169,41150000.0,1600000.0
2024-11-19,Ivory Coast,Chad,4,0,African Nations Cup qual,Ivory Coast,1579,1166,63,164,514900000.0,6100000.0
2024-11-19,Kenya,Namibia,0,0,African Nations Cup qual,South Africa,1402,1319,106,132,10930000.0,2080000.0
2024-11-19,Slovakia,Estonia,1,0,European Nations League C,Slovakia,1701,1376,45,118,130550000.0,7000000.0
2024-11-19,Sweden,Azerbaijan,6,0,European Nations League C,Sweden,1744,1398,36,108,435380000.0,16230000.0
2024-11-19,Malta,Andorra,0,0,European Nations League D,Malta,1269,1083,149,176,14750000.0,3340000.0
2024-11-19,Wales,Iceland,4,1,European Nations League B,Wales,1732,1576,38,64,199050000.0,74000000.0
2024-11-19,Congo,Uganda,0,1,African Nations Cup qual,Congo,1223,1395,155,109,2600000.0,8750000.0
2024-11-19,DR Congo,Ethiopia,1,2,African Nations Cup qual,DR Congo,1540,1275,74,148,153500000.0,2780000.0
2024-11-19,Egypt,Botswana,1,1,African Nations Cup qual,Egypt,1657,1355,52,122,108830000.0,3080000.0
2024-11-19,Guinea-Bissau,Mozambique,1,2,African Nations Cup qual,Guinea-Bissau,1330,1447,129,90,41400000.0,30100000.0
2024-11-19,Cameroon,Zimbabwe,2,1,African Nations Cup qual,Cameroon,1594,1377,61,117,197400000.0,7100000.0
2024-12-08,Hong Kong,Mongolia,3,0,East Asian Champ qual,Hong Kong,1127,752,168,213,3600000.0,500000.0
2024-12-08,Thailand,East Timor,10,0,Southeast Asian Champ,Vietnam,1438,673,93,224,6380000.0,925000.0
2024-12-08,Cambodia,Malaysia,2,2,Southeast Asian Champ,Cambodia,848,1274,205,148,2480000.0,7130000.0
2024-12-09,Laos,Vietnam,1,4,Southeast Asian Champ,Laos,673,1254,223,152,1320000.0,6380000.0
2024-12-09,Solomon Islands,Vanuatu,4,1,Melanesian Cup,the Solomon Islands,1194,1055,162,179,450000.0,585000.0
2024-12-09,Myanmar,Indonesia,0,1,Southeast Asian Champ,Myanmar,905,1397,199,109,3130000.0,30580000.0
2024-12-11,Malaysia,East Timor,3,2,Southeast Asian Champ,Malaysia,1275,672,147,224,7130000.0,925000.0
2024-12-11,Singapore,Cambodia,2,1,Southeast Asian Champ,Singapore,1102,843,172,206,4380000.0,2480000.0
2024-12-11,Taiwan,Mongolia,4,0,East Asian Champ qual,Hong Kong,930,730,195,214,1920000.0,500000.0
2024-12-12,Fiji,Vanuatu,1,1,Melanesian Cup,the Solomon Islands,1206,1064,159,177,2450000.0,585000.0
2024-12-12,Philippines,Myanmar,1,1,Southeast Asian Champ,the Philippines,1063,918,179,196,6430000.0,3130000.0
2024-12-12,Indonesia,Laos,3,3,Southeast Asian Champ,Indonesia,1377,693,116,219,30580000.0,1320000.0
2024-12-14,Hong Kong,Taiwan,2,1,East Asian Champ qual,Hong Kong,1133,924,167,195,3600000.0,1920000.0
2024-12-14,Guam,Macao,2,1,East Asian Champ qual,Hong Kong,697,599,219,232,240000.0,0.0
2024-12-14,Thailand,Malaysia,1,0,Southeast Asian Champ,Thailand,1445,1268,91,149,6380000.0,7130000.0
2024-12-14,Singapore,East Timor,3,0,Southeast Asian Champ,Vietnam,1107,667,171,224,4380000.0,925000.0
2024-12-15,Laos,Philippines,1,1,Southeast Asian Champ,Laos,706,1050,218,181,1320000.0,6430000.0
2024-12-15,Vietnam,Indonesia,1,0,Southeast Asian Champ,Vietnam,1275,1356,147,120,6380000.0,30580000.0
2024-12-15,Fiji,Papua New Guinea,1,1,Melanesian Cup,the Solomon Islands,1197,1053,161,180,2450000.0,0.0
2024-12-17,Hong Kong,Guam,5,0,East Asian Champ qual,Hong Kong,1136,694,167,220,3600000.0,240000.0
2024-12-17,Singapore,Thailand,2,4,Southeast Asian Champ,Singapore,1095,1457,173,89,4380000.0,6380000.0
2024-12-17,Cambodia,East Timor,2,1,Southeast Asian Champ,Cambodia,850,660,205,225,2480000.0,925000.0
2024-12-18,Solomon Islands,Papua New Guinea,2,3,Melanesian Cup,the Solomon Islands,1162,1085,164,176,450000.0,0.0
2024-12-18,Philippines,Vietnam,1,1,Southeast Asian Champ,the Philippines,1057,1268,180,149,6430000.0,6380000.0
2024-12-18,Myanmar,Laos,3,2,Southeast Asian Champ,Myanmar,924,700,195,218,3130000.0,1320000.0
2024-12-20,Malaysia,Singapore,0,0,Southeast Asian Champ,Malaysia,1255,1108,152,171,7130000.0,4380000.0
2024-12-20,Thailand,Cambodia,3,2,Southeast Asian Champ,Thailand,1458,849,88,205,6380000.0,2480000.0
2024-12-21,Solomon Islands,Fiji,1,3,Melanesian Cup,the Solomon Islands,1126,1233,168,154,450000.0,2450000.0
2024-12-21,Papua New Guinea,Vanuatu,2,1,Melanesian Cup,the Solomon Islands,1104,1045,172,182,0.0,585000.0
2024-12-21,Vietnam,Myanmar,5,0,Southeast Asian Champ,Vietnam,1274,918,148,196,6380000.0,3130000.0
2024-12-21,Indonesia,Philippines,0,1,Southeast Asian Champ,Indonesia,1320,1093,130,175,30580000.0,6430000.0
2024-12-21,Qatar,United Arab Emirates,1,1,Gulf Cup,Kuwait,1553,1562,72,68,17930000.0,31130000.0
2024-12-21,Kuwait,Oman,1,1,Gulf Cup,Kuwait,1319,1486,132,82,4350000.0,6100000.0
2024-12-22,Iraq,Yemen,1,0,Gulf Cup,Kuwait,1668,1091,50,176,19780000.0,1850000.0
2024-12-22,Bahrain,Saudi Arabia,3,2,Gulf Cup,Kuwait,1483,1517,85,78,6230000.0,27630000.0
2024-12-24,Kuwait,United Arab Emirates,2,1,Gulf Cup,Kuwait,1347,1534,124,75,4350000.0,31130000.0
2024-12-24,Oman,Qatar,2,1,Gulf Cup,Kuwait,1510,1529,79,76,6100000.0,17930000.0
2024-12-25,Saudi Arabia,Yemen,3,2,Gulf Cup,Kuwait,1520,1088,78,176,27630000.0,1850000.0
2024-12-25,Bahrain,Iraq,2,0,Gulf Cup,Kuwait,1528,1623,77,54,6230000.0,19780000.0
2024-12-26,Singapore,Vietnam,0,2,Southeast Asian Champ,Singapore,1084,1298,177,137,4380000.0,6380000.0
2024-12-27,Philippines,Thailand,2,1,Southeast Asian Champ,the Philippines,1126,1425,168,97,6430000.0,6380000.0
2024-12-27,Oman,United Arab Emirates,1,1,Gulf Cup,Kuwait,1511,1533,80,75,6100000.0,31130000.0
2024-12-27,Kuwait,Qatar,1,1,Gulf Cup,Kuwait,1352,1524,124,77,4350000.0,17930000.0
2024-12-28,Yemen,Bahrain,2,1,Gulf Cup,Kuwait,1125,1491,170,82,1850000.0,6230000.0
2024-12-28,Saudi Arabia,Iraq,3,1,Gulf Cup,Kuwait,1559,1584,70,61,27630000.0,19780000.0
2024-12-29,Vietnam,Singapore,3,1,Southeast Asian Champ,Vietnam,1306,1076,135,178,6380000.0,4380000.0
2024-12-30,Thailand,Philippines,3,1,Southeast Asian Champ,Thailand,1430,1121,95,170,6380000.0,6430000.0
2024-12-31,Oman,Saudi Arabia,2,1,Gulf Cup,Kuwait,1534,1536,76,75,6100000.0,27630000.0
2024-12-31,Kuwait,Bahrain,0,1,Gulf Cup,Kuwait,1334,1509,128,80,4350000.0,6230000.0
2025-01-02,Vietnam,Thailand,2,1,Southeast Asian Champ,Vietnam,1327,1409,130,102,6380000.0,6380000.0
